level,lgd_code,name,name_local,parent_code,state_code
STATE,27,Maharashtra,,,27
DISTRICT,466,Ahmednagar,,27,27
DISTRICT,467,Akola,,27,27
DISTRICT,468,Amravati,,27,27
DISTRICT,469,Aurangabad,,27,27
DISTRICT,470,Beed,,27,27
DISTRICT,471,Bhandara,,27,27
DISTRICT,472,Buldhana,,27,27
DISTRICT,473,Chandrapur,,27,27
DISTRICT,474,Dhule,,27,27
DISTRICT,475,Gadchiroli,,27,27
DISTRICT,476,Gondia,,27,27
DISTRICT,477,Hingoli,,27,27
DISTRICT,478,Jalgaon,,27,27
DISTRICT,479,Jalna,,27,27
DISTRICT,480,Kolhapur,,27,27
DISTRICT,481,Latur,,27,27
DISTRICT,482,Mumbai,,27,27
DISTRICT,483,Mumbai Suburban,,27,27
DISTRICT,484,Nagpur,,27,27
DISTRICT,485,Nanded,,27,27
DISTRICT,486,Nandurbar,,27,27
DISTRICT,487,Nashik,,27,27
DISTRICT,488,Osmanabad,,27,27
DISTRICT,665,Palghar,,27,27
DISTRICT,489,Parbhani,,27,27
DISTRICT,490,Pune,,27,27
DISTRICT,491,Raigad,,27,27
DISTRICT,492,Ratnagiri,,27,27
DISTRICT,493,Sangli,,27,27
DISTRICT,494,Satara,,27,27
DISTRICT,495,Sindhudurg,,27,27
DISTRICT,496,Solapur,,27,27
DISTRICT,497,Thane,,27,27
DISTRICT,498,Wardha,,27,27
DISTRICT,499,Washim,,27,27
DISTRICT,500,Yavatmal,,27,27
SUBDISTRICT,4004,Achalpur,,468,27
SUBDISTRICT,4062,Aheri,,475,27
SUBDISTRICT,4228,Ahmadpur,,481,27
SUBDISTRICT,4292,Ajra,,480,27
SUBDISTRICT,4254,Akkalkot,,496,27
SUBDISTRICT,3950,Akkalkuwa,,486,27
SUBDISTRICT,4201,Akola,,466,27
SUBDISTRICT,3991,Akola,,467,27
SUBDISTRICT,3989,Akot,,467,27
SUBDISTRICT,3951,Akrani,,486,27
SUBDISTRICT,4177,Alibag,,491,27
SUBDISTRICT,3969,Amalner,,478,27
SUBDISTRICT,4129,Ambad,,479,27
SUBDISTRICT,4170,Ambarnath,,497,27
SUBDISTRICT,4188,Ambegaon,,490,27
SUBDISTRICT,4225,Ambejogai,,470,27
SUBDISTRICT,4047,Amgaon,,476,27
SUBDISTRICT,4009,Amravati,,468,27
SUBDISTRICT,4003,Anjangaon Surji,,468,27
SUBDISTRICT,4099,Ardhapur,,485,27
SUBDISTRICT,4050,Arjuni Morgaon,,476,27
SUBDISTRICT,4053,Armori,,475,27
SUBDISTRICT,4088,Arni,,500,27
SUBDISTRICT,4017,Arvi,,498,27
SUBDISTRICT,4215,Ashti,,470,27
SUBDISTRICT,4015,Ashti,,498,27
SUBDISTRICT,4300,Atpadi,,493,27
SUBDISTRICT,4113,Aundha (Nagnath),,477,27
SUBDISTRICT,4137,Aurangabad,,469,27
SUBDISTRICT,4232,Ausa,,481,27
SUBDISTRICT,4080,Babulgaon,,500,27
SUBDISTRICT,4128,Badnapur,,479,27
SUBDISTRICT,4145,Baglan,,487,27
SUBDISTRICT,3990,Balapur,,467,27
SUBDISTRICT,4074,Ballarpur,,473,27
SUBDISTRICT,4199,Baramati,,490,27
SUBDISTRICT,4246,Barshi,,496,27
SUBDISTRICT,3994,Barshitakli,,467,27
SUBDISTRICT,4115,Basmath,,477,27
SUBDISTRICT,4288,Bavda,,480,27
SUBDISTRICT,3971,Bhadgaon,,478,27
SUBDISTRICT,4070,Bhadravati,,473,27
SUBDISTRICT,4061,Bhamragad,,475,27
SUBDISTRICT,4039,Bhandara,,471,27
SUBDISTRICT,4010,Bhatkuli,,468,27
SUBDISTRICT,4166,Bhiwandi,,497,27
SUBDISTRICT,4036,Bhiwapur,,484,27
SUBDISTRICT,4102,Bhokar,,485,27
SUBDISTRICT,4125,Bhokardan,,479,27
SUBDISTRICT,4198,Bhor,,490,27
SUBDISTRICT,4291,Bhudargad,,480,27
SUBDISTRICT,4237,Bhum,,488,27
SUBDISTRICT,3965,Bhusawal,,478,27
SUBDISTRICT,4221,Bid,,470,27
SUBDISTRICT,4105,Biloli,,485,27
SUBDISTRICT,3964,Bodvad,,478,27
SUBDISTRICT,4067,Brahmapuri,,473,27
SUBDISTRICT,3984,Buldana,,472,27
SUBDISTRICT,4230,Chakur,,481,27
SUBDISTRICT,3972,Chalisgaon,,478,27
SUBDISTRICT,4058,Chamorshi,,475,27
SUBDISTRICT,4294,Chandgad,,480,27
SUBDISTRICT,4071,Chandrapur,,473,27
SUBDISTRICT,4005,Chandurbazar,,468,27
SUBDISTRICT,4013,Chandur Railway,,468,27
SUBDISTRICT,4148,Chandvad,,487,27
SUBDISTRICT,4002,Chikhaldara,,468,27
SUBDISTRICT,3983,Chikhli,,472,27
SUBDISTRICT,4065,Chimur,,473,27
SUBDISTRICT,4269,Chiplun,,492,27
SUBDISTRICT,3960,Chopda,,478,27
SUBDISTRICT,4158,Dahanu,,665,27
SUBDISTRICT,4267,Dapoli,,492,27
SUBDISTRICT,4083,Darwha,,500,27
SUBDISTRICT,4011,Daryapur,,468,27
SUBDISTRICT,4195,Daund,,490,27
SUBDISTRICT,4110,Deglur,,485,27
SUBDISTRICT,4144,Deola,,487,27
SUBDISTRICT,3985,Deolgaon Raja,,472,27
SUBDISTRICT,4020,Deoli,,498,27
SUBDISTRICT,4234,Deoni,,481,27
SUBDISTRICT,4051,Deori,,476,27
SUBDISTRICT,4052,Desaiganj (Vadasa),,475,27
SUBDISTRICT,4275,Devgad,,495,27
SUBDISTRICT,4014,Dhamangaon Railway,,468,27
SUBDISTRICT,4056,Dhanora,,475,27
SUBDISTRICT,3968,Dharangaon,,478,27
SUBDISTRICT,4104,Dharmabad,,485,27
SUBDISTRICT,4001,Dharni,,468,27
SUBDISTRICT,4223,Dharur,,470,27
SUBDISTRICT,3959,Dhule,,474,27
SUBDISTRICT,4084,Digras,,500,27
SUBDISTRICT,4149,Dindori,,487,27
SUBDISTRICT,4282,Dodamarg,,495,27
SUBDISTRICT,3967,Erandol,,478,27
SUBDISTRICT,4060,Etapalli,,475,27
SUBDISTRICT,4057,Gadchiroli,,475,27
SUBDISTRICT,4293,Gadhinglaj,,480,27
SUBDISTRICT,4122,Gangakhed,,489,27
SUBDISTRICT,4140,Gangapur,,469,27
SUBDISTRICT,4218,Georai,,470,27
SUBDISTRICT,4130,Ghansawangi,,479,27
SUBDISTRICT,4089,Ghatanji,,500,27
SUBDISTRICT,4046,Gondiya,,476,27
SUBDISTRICT,4078,Gondpipri,,473,27
SUBDISTRICT,4045,Goregaon,,476,27
SUBDISTRICT,4270,Guhagar,,492,27
SUBDISTRICT,4098,Hadgaon,,485,27
SUBDISTRICT,4285,Hatkanangle,,480,27
SUBDISTRICT,4193,Haveli,,490,27
SUBDISTRICT,4097,Himayatnagar,,485,27
SUBDISTRICT,4021,Hinganghat,,498,27
SUBDISTRICT,4033,Hingna,,484,27
SUBDISTRICT,4112,Hingoli,,477,27
SUBDISTRICT,4153,Igatpuri,,487,27
SUBDISTRICT,4200,Indapur,,490,27
SUBDISTRICT,4126,Jafferabad,,479,27
SUBDISTRICT,3966,Jalgaon,,478,27
SUBDISTRICT,3975,Jalgaon (Jamod),,472,27
SUBDISTRICT,4229,Jalkot,,481,27
SUBDISTRICT,4127,Jalna,,479,27
SUBDISTRICT,4214,Jamkhed,,466,27
SUBDISTRICT,3974,Jamner,,478,27
SUBDISTRICT,4263,Jaoli,,494,27
SUBDISTRICT,4304,Jat,,493,27
SUBDISTRICT,4160,Jawhar,,665,27
SUBDISTRICT,4117,Jintur,,489,27
SUBDISTRICT,4076,Jiwati,,473,27
SUBDISTRICT,4187,Junnar,,490,27
SUBDISTRICT,4298,Kadegaon,,493,27
SUBDISTRICT,4290,Kagal,,480,27
SUBDISTRICT,4222,Kaij,,470,27
SUBDISTRICT,4239,Kalamb,,488,27
SUBDISTRICT,4081,Kalamb,,500,27
SUBDISTRICT,4025,Kalameshwar,,484,27
SUBDISTRICT,4114,Kalamnuri,,477,27
SUBDISTRICT,4143,Kalwan,,487,27
SUBDISTRICT,4168,Kalyan,,497,27
SUBDISTRICT,4030,Kamptee,,484,27
SUBDISTRICT,4108,Kandhar,,485,27
SUBDISTRICT,4277,Kankavli,,495,27
SUBDISTRICT,4133,Kannad,,469,27
SUBDISTRICT,4265,Karad,,494,27
SUBDISTRICT,3997,Karanja,,499,27
SUBDISTRICT,4016,Karanja,,498,27
SUBDISTRICT,4174,Karjat,,491,27
SUBDISTRICT,4213,Karjat,,466,27
SUBDISTRICT,4244,Karmala,,496,27
SUBDISTRICT,4287,Karvir,,480,27
SUBDISTRICT,4024,Katol,,484,27
SUBDISTRICT,4303,Kavathemahankal,,493,27
SUBDISTRICT,4090,Kelapur,,500,27
SUBDISTRICT,4175,Khalapur,,491,27
SUBDISTRICT,3981,Khamgaon,,472,27
SUBDISTRICT,4299,Khanapur,,493,27
SUBDISTRICT,4257,Khandala,,494,27
SUBDISTRICT,4260,Khatav,,494,27
SUBDISTRICT,4190,Khed,,490,27
SUBDISTRICT,4268,Khed,,492,27
SUBDISTRICT,4138,Khuldabad,,469,27
SUBDISTRICT,4096,Kinwat,,485,27
SUBDISTRICT,4203,Kopargaon,,466,27
SUBDISTRICT,4055,Korchi,,475,27
SUBDISTRICT,4261,Koregaon,,494,27
SUBDISTRICT,4075,Korpana,,473,27
SUBDISTRICT,4280,Kudal,,495,27
SUBDISTRICT,4035,Kuhi,,484,27
SUBDISTRICT,4054,Kurkheda,,475,27
SUBDISTRICT,4043,Lakhandur,,471,27
SUBDISTRICT,4041,Lakhani,,471,27
SUBDISTRICT,4273,Lanja,,492,27
SUBDISTRICT,4226,Latur,,481,27
SUBDISTRICT,4107,Loha,,485,27
SUBDISTRICT,4242,Lohara,,488,27
SUBDISTRICT,3987,Lonar,,472,27
SUBDISTRICT,4245,Madha,,496,27
SUBDISTRICT,4255,Mahabaleshwar,,494,27
SUBDISTRICT,4185,Mahad,,491,27
SUBDISTRICT,4087,Mahagaon,,500,27
SUBDISTRICT,4095,Mahoor,,485,27
SUBDISTRICT,3995,Malegaon,,499,27
SUBDISTRICT,4146,Malegaon,,487,27
SUBDISTRICT,3979,Malkapur,,472,27
SUBDISTRICT,4250,Malshiras,,496,27
SUBDISTRICT,4278,Malwan,,495,27
SUBDISTRICT,4259,Man,,494,27
SUBDISTRICT,4266,Mandangad,,492,27
SUBDISTRICT,4252,Mangalvedhe,,496,27
SUBDISTRICT,4181,Mangaon,,491,27
SUBDISTRICT,3996,Mangrulpir,,499,27
SUBDISTRICT,4219,Manjlegaon,,470,27
SUBDISTRICT,3998,Manora,,499,27
SUBDISTRICT,4132,Mantha,,479,27
SUBDISTRICT,4119,Manwath,,489,27
SUBDISTRICT,4092,Maregaon,,500,27
SUBDISTRICT,4029,Mauda,,484,27
SUBDISTRICT,4191,Mawal,,490,27
SUBDISTRICT,3982,Mehkar,,472,27
SUBDISTRICT,4184,Mhasla,,491,27
SUBDISTRICT,4302,Miraj,,493,27
SUBDISTRICT,4038,Mohadi,,471,27
SUBDISTRICT,4248,Mohol,,496,27
SUBDISTRICT,4161,Mokhada,,665,27
SUBDISTRICT,4006,Morshi,,468,27
SUBDISTRICT,3980,Motala,,472,27
SUBDISTRICT,4101,Mudkhed,,485,27
SUBDISTRICT,4109,Mukhed,,485,27
SUBDISTRICT,3963,Muktainagar (Edlabad),,478,27
SUBDISTRICT,4072,Mul,,473,27
SUBDISTRICT,4059,Mulchera,,475,27
SUBDISTRICT,4192,Mulshi,,490,27
SUBDISTRICT,4171,Murbad,,497,27
SUBDISTRICT,3992,Murtijapur,,467,27
SUBDISTRICT,4178,Murud,,491,27
SUBDISTRICT,4209,Nagar,,466,27
SUBDISTRICT,4066,Nagbhir,,473,27
SUBDISTRICT,4031,Nagpur (Rural),,484,27
SUBDISTRICT,4032,Nagpur (Urban),,484,27
SUBDISTRICT,4106,Naigaon (Khairgaon),,485,27
SUBDISTRICT,4100,Nanded,,485,27
SUBDISTRICT,4147,Nandgaon,,487,27
SUBDISTRICT,4012,Nandgaon-Khandeshwar,,468,27
SUBDISTRICT,3978,Nandura,,472,27
SUBDISTRICT,3954,Nandurbar,,486,27
SUBDISTRICT,4023,Narkhed,,484,27
SUBDISTRICT,4152,Nashik,,487,27
SUBDISTRICT,3955,Nawapur,,486,27
SUBDISTRICT,4079,Ner,,500,27
SUBDISTRICT,4206,Nevasa,,466,27
SUBDISTRICT,4233,Nilanga,,481,27
SUBDISTRICT,4155,Niphad,,487,27
SUBDISTRICT,4240,Osmanabad,,488,27
SUBDISTRICT,3973,Pachora,,478,27
SUBDISTRICT,4141,Paithan,,469,27
SUBDISTRICT,4123,Palam,,489,27
SUBDISTRICT,4163,Palghar,,665,27
SUBDISTRICT,4297,Palus,,493,27
SUBDISTRICT,4249,Pandharpur,,496,27
SUBDISTRICT,4284,Panhala,,480,27
SUBDISTRICT,4173,Panvel,,491,27
SUBDISTRICT,4236,Paranda,,488,27
SUBDISTRICT,4118,Parbhani,,489,27
SUBDISTRICT,4224,Parli,,470,27
SUBDISTRICT,4211,Parner,,466,27
SUBDISTRICT,3970,Parola,,478,27
SUBDISTRICT,4027,Parseoni,,484,27
SUBDISTRICT,4131,Partur,,479,27
SUBDISTRICT,4264,Patan,,494,27
SUBDISTRICT,4208,Pathardi,,466,27
SUBDISTRICT,4120,Pathri,,489,27
SUBDISTRICT,4216,Patoda,,470,27
SUBDISTRICT,3993,Patur,,467,27
SUBDISTRICT,4042,Pauni,,471,27
SUBDISTRICT,4176,Pen,,491,27
SUBDISTRICT,4150,Peth,,487,27
SUBDISTRICT,4258,Phaltan,,494,27
SUBDISTRICT,4136,Phulambri,,469,27
SUBDISTRICT,4186,Poladpur,,491,27
SUBDISTRICT,4073,Pombhurna,,473,27
SUBDISTRICT,4194,Pune City,,490,27
SUBDISTRICT,4196,Purandhar,,490,27
SUBDISTRICT,4124,Purna,,489,27
SUBDISTRICT,4085,Pusad,,500,27
SUBDISTRICT,4289,Radhanagari,,480,27
SUBDISTRICT,4204,Rahta,,466,27
SUBDISTRICT,4210,Rahuri,,466,27
SUBDISTRICT,4274,Rajapur,,492,27
SUBDISTRICT,4077,Rajura,,473,27
SUBDISTRICT,4091,Ralegaon,,500,27
SUBDISTRICT,4028,Ramtek,,484,27
SUBDISTRICT,4271,Ratnagiri,,492,27
SUBDISTRICT,3962,Raver,,478,27
SUBDISTRICT,4227,Renapur,,481,27
SUBDISTRICT,4000,Risod,,499,27
SUBDISTRICT,4179,Roha,,491,27
SUBDISTRICT,4049,Sadak-Arjuni,,476,27
SUBDISTRICT,4116,Sailu,,489,27
SUBDISTRICT,4040,Sakoli,,471,27
SUBDISTRICT,3958,Sakri,,474,27
SUBDISTRICT,4048,Salekasa,,476,27
SUBDISTRICT,4022,Samudrapur,,498,27
SUBDISTRICT,4272,Sangameshwar,,492,27
SUBDISTRICT,4202,Sangamner,,466,27
SUBDISTRICT,4251,Sangole,,496,27
SUBDISTRICT,3976,Sangrampur,,472,27
SUBDISTRICT,4262,Satara,,494,27
SUBDISTRICT,4026,Savner,,484,27
SUBDISTRICT,4068,Sawali,,473,27
SUBDISTRICT,4281,Sawantwadi,,495,27
SUBDISTRICT,4018,Seloo,,498,27
SUBDISTRICT,4111,Sengaon,,477,27
SUBDISTRICT,3953,Shahade,,486,27
SUBDISTRICT,4167,Shahapur,,497,27
SUBDISTRICT,4283,Shahuwadi,,480,27
SUBDISTRICT,3977,Shegaon,,472,27
SUBDISTRICT,4207,Shevgaon,,466,27
SUBDISTRICT,4295,Shirala,,493,27
SUBDISTRICT,4286,Shirol,,480,27
SUBDISTRICT,3956,Shirpur,,474,27
SUBDISTRICT,4189,Shirur,,490,27
SUBDISTRICT,4231,Shirur-Anantpal,,481,27
SUBDISTRICT,4217,Shirur (Kasar),,470,27
SUBDISTRICT,4212,Shrigonda,,466,27
SUBDISTRICT,4205,Shrirampur,,466,27
SUBDISTRICT,4183,Shrivardhan,,491,27
SUBDISTRICT,4135,Sillod,,469,27
SUBDISTRICT,4069,Sindewahi,,473,27
SUBDISTRICT,3957,Sindkhede,,474,27
SUBDISTRICT,3986,Sindkhed Raja,,472,27
SUBDISTRICT,4154,Sinnar,,487,27
SUBDISTRICT,4063,Sironcha,,475,27
SUBDISTRICT,4134,Soegaon,,469,27
SUBDISTRICT,4247,Solapur North,,496,27
SUBDISTRICT,4253,Solapur South,,496,27
SUBDISTRICT,4121,Sonpeth,,489,27
SUBDISTRICT,4180,Sudhagad,,491,27
SUBDISTRICT,4142,Surgana,,487,27
SUBDISTRICT,4182,Tala,,491,27
SUBDISTRICT,4157,Talasari,,665,27
SUBDISTRICT,3952,Talode,,486,27
SUBDISTRICT,4301,Tasgaon,,493,27
SUBDISTRICT,3988,Telhara,,467,27
SUBDISTRICT,4008,Teosa,,468,27
SUBDISTRICT,4165,Thane,,497,27
SUBDISTRICT,4044,Tirora,,476,27
SUBDISTRICT,4151,Trimbakeshwar,,487,27
SUBDISTRICT,4241,Tuljapur,,488,27
SUBDISTRICT,4037,Tumsar,,471,27
SUBDISTRICT,4235,Udgir,,481,27
SUBDISTRICT,4169,Ulhasnagar,,497,27
SUBDISTRICT,4243,Umarga,,488,27
SUBDISTRICT,4086,Umarkhed,,500,27
SUBDISTRICT,4034,Umred,,484,27
SUBDISTRICT,4103,Umri,,485,27
SUBDISTRICT,4172,Uran,,491,27
SUBDISTRICT,4162,Vada,,665,27
SUBDISTRICT,4276,Vaibhavvadi,,495,27
SUBDISTRICT,4139,Vaijapur,,469,27
SUBDISTRICT,4164,Vasai,,665,27
SUBDISTRICT,4197,Velhe,,490,27
SUBDISTRICT,4279,Vengurla,,495,27
SUBDISTRICT,4159,Vikramgad,,665,27
SUBDISTRICT,4220,Wadwani,,470,27
SUBDISTRICT,4256,Wai,,494,27
SUBDISTRICT,4296,Walwa,,493,27
SUBDISTRICT,4094,Wani,,500,27
SUBDISTRICT,4019,Wardha,,498,27
SUBDISTRICT,4064,Warora,,473,27
SUBDISTRICT,4007,Warud,,468,27
SUBDISTRICT,4238,Washi,,488,27
SUBDISTRICT,3999,Washim,,499,27
SUBDISTRICT,4082,Yavatmal,,500,27
SUBDISTRICT,3961,Yawal,,478,27
SUBDISTRICT,4156,Yevla,,487,27
SUBDISTRICT,4093,Zari-Jamani,,500,27
VILLAGE,557293,Abit Khind,आबितखिंड,4201,27
VILLAGE,557238,Agar,अगर,4201,27
VILLAGE,557249,Agastinagar (N.V.),अगस्तिनगर,4201,27
VILLAGE,557248,Akola,अकोला,4201,27
VILLAGE,557253,Ambad,अंबड,4201,27
VILLAGE,557140,Ambevangan,आंबेवंगण,4201,27
VILLAGE,557282,Ambhol,आंभोळ,4201,27
VILLAGE,557225,Ambikanagar (N.V.),अंबिकानगर,4201,27
VILLAGE,557190,Ambit,अंबित,4201,27
VILLAGE,557252,Aurangpur,औरंगपुर,4201,27
VILLAGE,557134,Babhul Wandi,बाभुलवंडी,4201,27
VILLAGE,557315,Badgi,बदगी,4201,27
VILLAGE,557228,Bahirwadi,बहिरवाडी,4201,27
VILLAGE,557180,Balthan,बालठाण,4201,27
VILLAGE,557182,Baravwadi,बारववंडी,4201,27
VILLAGE,557127,Bari,बारी,4201,27
VILLAGE,557311,Belapur,बेलापुर,4201,27
VILLAGE,557162,Bhandardara,भंडारदरा,4201,27
VILLAGE,557169,Bhojadarawadi (N.V.),भोजदरवाडी,4201,27
VILLAGE,557284,Bholewadi,भोलेवाडी,4201,27
VILLAGE,557200,Bitaka,बिटका,4201,27
VILLAGE,557285,Bori,बोरी,4201,27
VILLAGE,557309,Bramhanwada,ब्राम्हणवाडा,4201,27
VILLAGE,557312,Chaitanyapur,चैतन्यपुर,4201,27
VILLAGE,557198,Chandgirwadi,चांदगीरवाडी,4201,27
VILLAGE,557289,Chand Suraj,चांद सुरज,4201,27
VILLAGE,557307,Chas,चास,4201,27
VILLAGE,557143,Chichondi,चिचोंडी,4201,27
VILLAGE,557256,Chinchavane,चिंचवणे,4201,27
VILLAGE,557167,Chital Wedhe,चितळवेढे,4201,27
VILLAGE,557211,Dagadwadi,दगडवाडी,4201,27
VILLAGE,557138,Deogaon,देवगाव,4201,27
VILLAGE,557216,Deothan,देवठाण,4201,27
VILLAGE,557267,Dhagewadi,ढगेवाडी,4201,27
VILLAGE,557254,Dhamangaon-awari,धामणगाव आवारी,4201,27
VILLAGE,557259,Dhamangaon Pat,धामणगाव पाट,4201,27
VILLAGE,557175,Dhamanvan,धामणवण,4201,27
VILLAGE,557224,Dhokri,ढोक्री,4201,27
VILLAGE,557250,Dhumalwadi,धुमाळवाडी,4201,27
VILLAGE,557136,Digambar,दिगांबर,4201,27
VILLAGE,557219,Dongargaon,डोंगरगाव,4201,27
VILLAGE,557133,Dongarwadi,डोंगरवाडी,4201,27
VILLAGE,557199,Ekdare,एकदरे,4201,27
VILLAGE,557300,Esarthav,एसरठव,4201,27
VILLAGE,557220,Ganore,गणोरे,4201,27
VILLAGE,557223,Gardani,गर्दनी,4201,27
VILLAGE,557304,Garwadi,गरवाडी,4201,27
VILLAGE,557148,Ghatghar,घाटघर,4201,27
VILLAGE,557206,Ghodsarwadi,घोडसरवाडी,4201,27
VILLAGE,557270,Ghoti,घोटी,4201,27
VILLAGE,557303,Godewadi,गोडेवाडी,4201,27
VILLAGE,557183,Gondoshi,गोंदोशी,4201,27
VILLAGE,557161,Guhire,गुहिरे,4201,27
VILLAGE,557218,Hivargaon,हिवरगाव,4201,27
VILLAGE,557234,Induri,इंदोरी,4201,27
VILLAGE,557316,Jachakwadi,जाचकवाडी,4201,27
VILLAGE,557128,Jahagirdarwadi,जहागिरदारवाडी,4201,27
VILLAGE,557313,Jambhale,जांभळे,4201,27
VILLAGE,557171,Jamgaon,जामगाव,4201,27
VILLAGE,557201,Jaynawadi,जायनवाडी,4201,27
VILLAGE,557306,Kalamb,कळंब,4201,27
VILLAGE,557243,Kalas Bk.,कळस बु .,4201,27
VILLAGE,557242,Kalas Kh.,कळस खु.,4201,27
VILLAGE,557314,Kalewadi (N.V.),केळेवाडी,4201,27
VILLAGE,557197,Kanasewadi (N.V.),कणसेवाडी,4201,27
VILLAGE,557305,Karandi,करंदी,4201,27
VILLAGE,557159,Katalapur,कटलापुर,4201,27
VILLAGE,557172,Kauthewadi,कौठेवाडी,4201,27
VILLAGE,557302,Keli Kotul,केळी कोतुळ,4201,27
VILLAGE,557301,Keli Otur,केळी ओतुर,4201,27
VILLAGE,557205,Keli Rumhanwadi,केळी रुम्हनवाडी,4201,27
VILLAGE,557166,Kelungan,केळुंगण,4201,27
VILLAGE,557187,Khadki Bk.,खडकी बु.,4201,27
VILLAGE,557186,Khadki Kh.,खडकी खु.,4201,27
VILLAGE,557237,Khanapur,खानापुर,4201,27
VILLAGE,557299,Khetewadi,खेतेवाडी,4201,27
VILLAGE,557212,Khirvire,खिरविरे,4201,27
VILLAGE,557310,Khuntewadi,खुंटेवाडी,4201,27
VILLAGE,557154,Kodni,कोदनी,4201,27
VILLAGE,557279,Kohane,कोहने,4201,27
VILLAGE,557157,Kohondi,कोहोंडी,4201,27
VILLAGE,557177,Koltembhe,कोळतांभे,4201,27
VILLAGE,557214,Kombhalne,कोंभाळने,4201,27
VILLAGE,557275,Kothale,कोथळे,4201,27
VILLAGE,557268,Kotul,कोतुळ,4201,27
VILLAGE,557241,Kumbhefal,कुंभेफळ,4201,27
VILLAGE,557178,Kumshet,कुमशेत,4201,27
VILLAGE,557139,Ladgaon,लाडगाव,4201,27
VILLAGE,557287,Lahit Bk.,लहित बु.,4201,27
VILLAGE,557288,Lahit Kh.,लहित खु.,4201,27
VILLAGE,557273,Lavhali Kotul,लव्हाळी कोतुळ,4201,27
VILLAGE,557274,Lavhali Otur,लव्हाळी ओतुर,4201,27
VILLAGE,557265,Lingdev,लिंगदेव,4201,27
VILLAGE,557283,Mahadeowadi,महादेववाडी,4201,27
VILLAGE,557158,Malegaon,माळेगाव,4201,27
VILLAGE,557141,Manhere,मान्हेरे,4201,27
VILLAGE,557173,Manik Ozar,माणिक ओझर,4201,27
VILLAGE,557245,Manoharpur,मनोहरपुर,4201,27
VILLAGE,557290,Manyale,मन्याळे,4201,27
VILLAGE,557181,Maveshi,मावेशी,4201,27
VILLAGE,557227,Mehenduri,मेहेंदुरी,4201,27
VILLAGE,557230,Mhaladevi,म्हाळादेवी,4201,27
VILLAGE,557195,Mhalungi,म्हाळुंगी,4201,27
VILLAGE,557260,Mogras,मोग्रस,4201,27
VILLAGE,557298,Morwadi (N.V.),मोरवाडी,4201,27
VILLAGE,557151,Murshet,मुरशेत,4201,27
VILLAGE,557215,Muthalane,मुथाळने,4201,27
VILLAGE,557163,Mutkhel,मुतखेल,4201,27
VILLAGE,557292,Nachanthav,नाचनठाव,4201,27
VILLAGE,557209,Nagawadi (N.V.),नागवाडी,4201,27
VILLAGE,557251,Navalewadi,नवलेवाडी,4201,27
VILLAGE,557231,Nilwande,निळवंडे,4201,27
VILLAGE,557232,Nimbral,निभ्रळ,4201,27
VILLAGE,557170,Nirgudwadi (N.V.),निरगुडवाडी,4201,27
VILLAGE,909240,Ozar,ओझर,4201,27
VILLAGE,557132,Pabhulwandi,पाभुळवाडी,4201,27
VILLAGE,557191,Pachanai,पाचनाई,4201,27
VILLAGE,557194,Pachapattawadi,पाचपट्टावाडी,4201,27
VILLAGE,557258,Padalane,पाडाळणे,4201,27
VILLAGE,557203,Padoshi,पाडोशी,4201,27
VILLAGE,557269,Paithan,पैठण,4201,27
VILLAGE,557294,Palsunde,पळसुंदे,4201,27
VILLAGE,557261,Pangari,पांगरी,4201,27
VILLAGE,557145,Panjare,पांजरे,4201,27
VILLAGE,557247,Parakhatpur,परखतपुर,4201,27
VILLAGE,557196,Pedhewadi,पेढेवाडी,4201,27
VILLAGE,557144,Pendshet,पेंडशेत,4201,27
VILLAGE,557295,Phophasandi,फोफसंडी,4201,27
VILLAGE,557202,Pimpaldarawadi,पिंपळदरवाडी,4201,27
VILLAGE,557308,Pimpaldari,पिंपलदरी,4201,27
VILLAGE,557263,Pimpalgaon Khand,पिंपळगाव खांड,4201,27
VILLAGE,557135,Pimpalgaon Nakvinda,पिंपळगाव नाकविंदा,4201,27
VILLAGE,557221,Pimpalgaon Nipani,पिंपळगाव निपाणी,4201,27
VILLAGE,557137,Pimparkane,पिंपरकणे,4201,27
VILLAGE,557271,Pimpri,पिंप्री,4201,27
VILLAGE,557291,Pisewadi,पिसेवाडी,4201,27
VILLAGE,557213,Poparewadi,पोपरेवाडी,4201,27
VILLAGE,557188,Purushawadi,पुरुषवाडी,4201,27
VILLAGE,557317,Rajur (CT),राजुर,4201,27
VILLAGE,557153,Ranad Bk.,रानद बु .,4201,27
VILLAGE,557160,Ranad Kh.,रनद खु.,4201,27
VILLAGE,557150,Ratanwadi,रतनवाडी,4201,27
VILLAGE,557239,Rede,रेडे,4201,27
VILLAGE,557233,Rumbhodi,रुंभोडी,4201,27
VILLAGE,557184,Sakirwadi,साकिरवाडी,4201,27
VILLAGE,557149,Samrad,साम्रद,4201,27
VILLAGE,557208,Samsherpur,समशेरपुर,4201,27
VILLAGE,557204,Sangavi,सांगवी,4201,27
VILLAGE,557165,Sarowar (N.V.),सरोवर,4201,27
VILLAGE,557297,Satewadi,सातेवाडी,4201,27
VILLAGE,557174,Savarkute,सावरकुटे,4201,27
VILLAGE,557207,Sawargaonpat,सावरगाव पाट,4201,27
VILLAGE,557131,Senit Kh.,शेणित खु.,4201,27
VILLAGE,557257,Shelad,शेलद,4201,27
VILLAGE,557156,Shelvihire,शेलविहिरे,4201,27
VILLAGE,557152,Shendi,शेंडी,4201,27
